,ID,NL,MR,PRED,MONOTONIC
49,196,"['through', 'which', 'states', 'does', 'the', 'longest', 'river', 'in', 'texas', 'run']",traverse_1 answer state longest river loc_2 stateid(texas),answer state longest river loc_2 stateid(texas),0
50,202,"['what', 'are', 'the', 'capital', 'cities', 'of', 'the', 'states', 'which', 'border', 'texas']",answer capital city loc_2 state next_to_2 stateid(texas),answer capital city loc_2 state next_to_2 stateid(texas),1
51,204,"['what', 'are', 'the', 'capitals', 'of', 'states', 'that', 'border', 'missouri']",answer capital loc_2 state next_to_2 stateid(missouri),answer capital loc_2 state next_to_2 stateid(missouri),1
52,205,"['what', 'are', 'the', 'capitals', 'of', 'the', 'states', 'that', 'border', 'texas']",answer capital loc_2 state next_to_2 stateid(texas),answer capital loc_2 state next_to_2 stateid(texas),1
53,207,"['what', 'are', 'the', 'cities', 'in', 'states', 'through', 'which', 'the', 'mississippi', 'runs']",answer city loc_2 state traverse_1 riverid(mississippi),answer city loc_2 state traverse_1 riverid(mississippi),1
54,208,"['what', 'are', 'the', 'cities', 'of', 'the', 'state', 'with', 'the', 'highest', 'point']",answer city loc_2 state loc_1 highest place(all),answer city loc_2 state loc_1 highest place(all),1
55,210,"['what', 'are', 'the', 'highest', 'points', 'of', 'states', 'surrounding', 'mississippi']",answer highest place loc_2 state next_to_2 stateid(mississippi),answer highest place state next_to_2 stateid(mississippi),1
56,211,"['what', 'are', 'the', 'lakes', 'in', 'states', 'bordering', 'texas']",answer lake loc_2 state next_to_2 stateid(texas),answer lake loc_2 state next_to_2 stateid(texas),1
57,212,"['what', 'are', 'the', 'largest', 'cities', 'in', 'the', 'states', 'that', 'border', 'the', 'largest', 'state']",answer largest city loc_2 state next_to_2 largest state(all),answer largest city loc_2 state next_to_2 largest state(all),1
58,225,"['what', 'are', 'the', 'major', 'cities', 'in', 'states', 'through', 'which', 'the', 'mississippi', 'runs']",answer major city loc_2 state traverse_1 riverid(mississippi),answer major city loc_2 state traverse_1 riverid(mississippi),1
59,227,"['what', 'are', 'the', 'major', 'cities', 'in', 'the', 'largest', 'state']",answer major city loc_2 largest state(all),answer major city loc_2 largest state(all),1
60,228,"['what', 'are', 'the', 'major', 'cities', 'in', 'the', 'smallest', 'state', 'in', 'the', 'us']",answer major city loc_2 smallest state loc_2 countryid(usa),answer major city loc_2 smallest state loc_2 countryid(usa),1
61,230,"['what', 'are', 'the', 'major', 'cities', 'in', 'the', 'states', 'through', 'which', 'the', 'major', 'river', 'in', 'virginia', 'runs']",answer major city loc_2 state traverse_1 major river loc_2 stateid(virginia),answer major city loc_2 state traverse_1 major river loc_2 stateid(virginia),1
62,244,"['what', 'are', 'the', 'populations', 'of', 'all', 'the', 'major', 'cities', 'in', 'montana']",answer population_1 major city loc_2 stateid(montana),answer population_1 major city loc_2 stateid(montana),1
63,250,"['what', 'are', 'the', 'populations', 'of', 'the', 'major', 'cities', 'of', 'texas']",answer population_1 major city loc_2 stateid(texas),answer population_1 major city loc_2 stateid(texas),1
64,260,"['what', 'are', 'the', 'states', 'that', 'border', 'the', 'state', 'with', 'the', 'greatest', 'population']",answer state next_to_2 state(all) largest_one population_1,answer state next_to_2 state(all) largest_one population_1,0
65,268,"['what', 'cities', 'in', 'texas', 'have', 'the', 'highest', 'number', 'of', 'citizens']",answer city loc_2 stateid(texas) largest_one population_1,answer city loc_2 stateid(texas) largest_one population_1 population_1,0
66,269,"['what', 'cities', 'in', 'texas', 'have', 'the', 'highest', 'populations']",answer city loc_2 stateid(texas) largest_one population_1,answer city loc_2 stateid(texas) largest_one population_1,0
67,273,"['what', 'city', 'in', 'the', 'united', 'states', 'has', 'the', 'highest', 'population', 'density']",answer city loc_2 countryid(usa) largest_one density_1,answer city loc_2 countryid(usa) largest_one density_1,0
68,275,"['what', 'is', 'capital', 'of', 'the', 'state', 'with', 'the', 'lowest', 'point']",answer capital loc_2 state loc_1 lowest place(all),answer capital loc_2 state loc_1 lowest place(all),1
69,292,"['what', 'is', 'the', 'area', 'of', 'the', 'state', 'with', 'the', 'capital', 'albany']","answer area_1 state loc_1 capital cityid(albany, _)",answer area_1 state(all) capital stateid(alabama),1
70,300,"['what', 'is', 'the', 'biggest', 'american', 'city', 'in', 'a', 'state', 'with', 'a', 'river']",answer largest city loc_2 state loc_1 river(all),answer largest city loc_2 state loc_1 river(all),1
71,301,"['what', 'is', 'the', 'biggest', 'capital', 'city', 'in', 'the', 'us']",answer largest capital city loc_2 countryid(usa),answer largest city city loc_2 countryid(usa),1
72,309,"['what', 'is', 'the', 'biggest', 'city', 'in', 'the', 'smallest', 'state']",answer largest city loc_2 smallest state(all),answer largest city loc_2 smallest state(all),1
73,318,"['what', 'is', 'the', 'capital', 'city', 'of', 'the', 'largest', 'state', 'in', 'the', 'us']",answer capital city loc_2 largest state loc_2 countryid(usa),answer capital city loc_2 largest state loc_2 countryid(usa),1
74,336,"['what', 'is', 'the', 'capital', 'of', 'states', 'that', 'have', 'cities', 'named', 'durham']","answer capital loc_2 state loc_1 city cityid(durham, _)",answer capital loc_2 state next_to_2 city loc_2,1
75,343,"['what', 'is', 'the', 'capital', 'of', 'the', 'state', 'that', 'borders', 'the', 'most', 'states']",answer capital loc_2 state next_to_2 most state(all),answer capital loc_2 state next_to_2 most state(all),0
76,344,"['what', 'is', 'the', 'capital', 'of', 'the', 'state', 'that', 'borders', 'the', 'state', 'that', 'borders', 'texas']",answer capital loc_2 state next_to_2 state next_to_2 stateid(texas),answer capital loc_2 state next_to_2 state next_to_2 stateid(texas),1
77,345,"['what', 'is', 'the', 'capital', 'of', 'the', 'state', 'with', 'the', 'highest', 'elevation']",answer capital loc_2 state loc_1 highest place(all),answer capital loc_2 state loc_1 highest place(all),1
78,346,"['what', 'is', 'the', 'capital', 'of', 'the', 'state', 'with', 'the', 'highest', 'point']",answer capital loc_2 state loc_1 highest place(all),answer capital loc_2 state loc_1 highest place(all),1
79,347,"['what', 'is', 'the', 'capital', 'of', 'the', 'state', 'with', 'the', 'largest', 'population']",answer capital loc_2 state(all) largest_one population_1,answer capital loc_2 state(all) largest_one population_1,0
80,348,"['what', 'is', 'the', 'capital', 'of', 'the', 'state', 'with', 'the', 'largest', 'population', 'density']",answer capital loc_2 state(all) largest_one density_1,answer capital loc_2 state(all) largest_one density_1,0
81,349,"['what', 'is', 'the', 'capital', 'of', 'the', 'state', 'with', 'the', 'longest', 'river']",answer capital loc_2 state loc_1 longest river(all),answer capital loc_2 state loc_1 largest_one river(all),1
82,350,"['what', 'is', 'the', 'capital', 'of', 'the', 'state', 'with', 'the', 'most', 'inhabitants']",answer capital loc_2 state(all) largest_one population_1,answer capital loc_2 state(all) largest_one population_1,0
83,354,"['what', 'is', 'the', 'city', 'in', 'texas', 'with', 'the', 'largest', 'population']",answer city loc_2 stateid(texas) largest_one population_1,answer city loc_2 stateid(texas) largest_one population_1,0
84,361,"['what', 'is', 'the', 'elevation', 'of', 'the', 'highest', 'point', 'in', 'the', 'usa']",answer elevation_1 highest place loc_2 countryid(usa),answer elevation_1 highest place loc_2 countryid(usa),1
85,363,"['what', 'is', 'the', 'height', 'of', 'the', 'highest', 'mountain', 'in', 'texas']",answer elevation_1 highest mountain loc_2 stateid(texas),answer elevation_1 highest mountain loc_2 stateid(texas),1
86,364,"['what', 'is', 'the', 'height', 'of', 'the', 'highest', 'point', 'in', 'the', 'usa']",answer elevation_1 highest place loc_2 countryid(usa),answer elevation_1 highest place loc_2 countryid(usa),1
87,376,"['what', 'is', 'the', 'highest', 'point', 'in', 'each', 'state', 'whose', 'lowest', 'point', 'is', 'sea', 'level']",answer highest place loc_2 state loc_1 elevation_2 place 0,answer highest place loc_2 state lowest place loc_2,0
88,386,"['what', 'is', 'the', 'highest', 'point', 'in', 'states', 'bordering', 'georgia']",answer highest place loc_2 state next_to_2 stateid(georgia),answer highest place loc_2 state next_to_2 stateid(georgia),1
89,389,"['what', 'is', 'the', 'highest', 'point', 'in', 'the', 'smallest', 'state']",answer highest place loc_2 smallest state(all),answer highest place loc_2 smallest state(all),1
90,390,"['what', 'is', 'the', 'highest', 'point', 'in', 'the', 'state', 'with', 'capital', 'austin']","answer highest place loc_2 state loc_1 capital cityid(austin, _)","answer highest place loc_2 state loc_1 capital cityid(austin, _)",1
91,391,"['what', 'is', 'the', 'highest', 'point', 'in', 'the', 'state', 'with', 'capital', 'des', 'moines']","answer highest place loc_2 state loc_1 capital cityid(des moines, _)",answer highest place loc_2 state loc_1 capital loc_2,1
92,392,"['what', 'is', 'the', 'highest', 'point', 'in', 'the', 'state', 'with', 'the', 'capital', 'des', 'moines']","answer highest place loc_2 state loc_1 capital cityid(des moines, _)",answer highest place loc_2 state loc_1 capital loc_2,1
93,393,"['what', 'is', 'the', 'highest', 'point', 'in', 'the', 'state', 'with', 'the', 'most', 'rivers']",answer highest place loc_2 traverse_1 state most river(all),answer highest place loc_2 state loc_1 largest_one river(all),0
94,394,"['what', 'is', 'the', 'highest', 'point', 'in', 'the', 'state', 'with', 'the', 'smallest', 'population']",answer highest place loc_2 state(all) smallest_one population_1,answer highest place loc_2 state(all) smallest_one population_1,0
95,395,"['what', 'is', 'the', 'highest', 'point', 'in', 'the', 'states', 'bordering', 'colorado']",answer highest place loc_2 state next_to_2 stateid(colorado),answer highest place loc_2 state next_to_2 stateid(colorado),1
96,401,"['what', 'is', 'the', 'highest', 'point', 'of', 'the', 'state', 'with', 'the', 'largest', 'area']",answer highest place loc_2 state(all) largest_one area_1,answer highest place loc_2 state(all) largest_one area_1,0
97,402,"['what', 'is', 'the', 'highest', 'point', 'of', 'the', 'state', 'with', 'the', 'smallest', 'population', 'density']",answer highest place loc_2 state(all) smallest_one density_1,answer highest place loc_2 state(all) smallest_one density_1,0
98,405,"['what', 'is', 'the', 'largest', 'capital', 'city', 'in', 'the', 'usa']",answer largest capital city loc_2 countryid(usa),answer largest city city loc_2 countryid(usa),1
99,406,"['what', 'is', 'the', 'largest', 'city', 'in', 'a', 'state', 'that', 'borders', 'texas']",answer largest city loc_2 state next_to_2 stateid(texas),answer largest city loc_2 state next_to_2 stateid(texas),1
100,410,"['what', 'is', 'the', 'largest', 'city', 'in', 'minnesota', 'by', 'population']",answer largest_one city loc_2 stateid(minnesota) population_1,answer largest city loc_2 stateid(minnesota) population_1,0
101,413,"['what', 'is', 'the', 'largest', 'city', 'in', 'smallest', 'state', 'through', 'which', 'the', 'mississippi', 'runs']",answer largest city loc_2 smallest state traverse_1 riverid(mississippi),answer largest city loc_2 answer state traverse_1 riverid(mississippi),1
102,414,"['what', 'is', 'the', 'largest', 'city', 'in', 'states', 'that', 'border', 'california']",answer largest city loc_2 state next_to_2 stateid(california),answer largest city loc_2 state next_to_2 stateid(california),1
103,416,"['what', 'is', 'the', 'largest', 'city', 'in', 'the', 'smallest', 'state', 'in', 'the', 'usa']",answer largest city loc_2 smallest state loc_2 countryid(usa),answer largest city loc_2 smallest state loc_2 countryid(usa),1
104,429,"['what', 'is', 'the', 'largest', 'state', 'that', 'borders', 'the', 'state', 'with', 'the', 'highest', 'population']",answer largest state next_to_2 state(all) largest_one population_1,answer largest state next_to_2 state(all) largest_one population_1,0
105,430,"['what', 'is', 'the', 'largest', 'state', 'that', 'borders', 'the', 'state', 'with', 'the', 'lowest', 'point', 'in', 'the', 'usa']",answer largest state next_to_2 state loc_1 lowest place loc_2 countryid(usa),answer lowest state next_to_2 state loc_1 lowest place loc_2 countryid(usa),1
106,434,"['what', 'is', 'the', 'length', 'of', 'the', 'colorado', 'river', 'in', 'texas']",answer len intersection riverid(colorado) river loc_2 stateid(texas),answer len riverid(colorado) stateid(texas),1
107,435,"['what', 'is', 'the', 'length', 'of', 'the', 'longest', 'river', 'in', 'the', 'usa']",answer len longest river loc_2 countryid(usa),answer len longest river loc_2 countryid(usa),1
108,436,"['what', 'is', 'the', 'length', 'of', 'the', 'longest', 'river', 'that', 'runs', 'through', 'texas']",answer len longest river traverse_2 stateid(texas),answer len longest river traverse_2 stateid(texas),1
109,438,"['what', 'is', 'the', 'length', 'of', 'the', 'river', 'that', 'flows', 'through', 'the', 'most', 'states']",answer len river traverse_2 most state(all),answer len river traverse_2 most state(all),0
110,439,"['what', 'is', 'the', 'length', 'of', 'the', 'river', 'that', 'runs', 'through', 'the', 'most', 'number', 'of', 'states']",answer len river traverse_2 most state(all),answer len river traverse_2 most population_1 state(all),0
111,440,"['what', 'is', 'the', 'length', 'of', 'the', 'river', 'that', 'runs', 'through', 'the', 'most', 'states']",answer len river traverse_2 most state(all),answer len river traverse_2 most state(all),0
112,441,"['what', 'is', 'the', 'length', 'of', 'the', 'river', 'that', 'traverses', 'the', 'most', 'states']",answer len river traverse_2 most state(all),answer len river traverse_2 most state(all),0
113,451,"['what', 'is', 'the', 'longest', 'river', 'in', 'the', 'largest', 'state']",answer longest river loc_2 largest state(all),answer longest river loc_2 largest state(all),1
114,452,"['what', 'is', 'the', 'longest', 'river', 'in', 'the', 'smallest', 'state', 'in', 'the', 'usa']",answer longest river loc_2 smallest state loc_2 countryid(usa),answer longest river loc_2 smallest state loc_2 countryid(usa),1
115,453,"['what', 'is', 'the', 'longest', 'river', 'in', 'the', 'state', 'with', 'the', 'highest', 'point']",answer longest river loc_2 state loc_1 highest place(all),answer longest river loc_2 state loc_1 highest place(all),1
116,454,"['what', 'is', 'the', 'longest', 'river', 'in', 'the', 'state', 'with', 'the', 'most', 'major', 'cities']",answer longest river loc_2 state loc_1 most major city(all),answer longest river loc_2 state(all) largest_one major city(all),0
117,455,"['what', 'is', 'the', 'longest', 'river', 'in', 'the', 'states', 'that', 'border', 'nebraska']",answer longest river loc_2 state next_to_2 stateid(nebraska),answer longest river loc_2 state next_to_2 stateid(nebraska),1
118,458,"['what', 'is', 'the', 'longest', 'river', 'that', 'does', 'not', 'run', 'through', 'texas']",answer longest river(all) exclude traverse_2 stateid(texas),answer longest river traverse_2 stateid(texas),0
119,459,"['what', 'is', 'the', 'longest', 'river', 'that', 'flows', 'through', 'a', 'state', 'that', 'borders', 'indiana']",answer longest river traverse_2 state next_to_2 stateid(indiana),answer longest river traverse_2 state next_to_2 stateid(indiana),1
120,461,"['what', 'is', 'the', 'longest', 'river', 'that', 'passes', 'the', 'states', 'that', 'border', 'the', 'state', 'that', 'borders', 'the', 'most', 'states']",answer longest river traverse_2 state next_to_2 state next_to_2 most state(all),answer longest river state next_to_2 state next_to_2 most state(all),0
121,462,"['what', 'is', 'the', 'longest', 'river', 'that', 'runs', 'through', 'a', 'state', 'that', 'borders', 'tennessee']",answer longest river traverse_2 state next_to_2 stateid(tennessee),answer longest river traverse_2 state next_to_2 stateid(tennessee),1
122,477,"['what', 'is', 'the', 'lowest', 'point', 'of', 'all', 'states', 'through', 'which', 'the', 'colorado', 'river', 'runs', 'through']",answer lowest place loc_2 state traverse_1 riverid(colorado),answer lowest place loc_2 state traverse_1 riverid(colorado) traverse_1,1
123,479,"['what', 'is', 'the', 'lowest', 'point', 'of', 'the', 'state', 'with', 'the', 'largest', 'area']",answer lowest place loc_2 state(all) largest_one area_1,answer lowest place loc_2 state(all) largest_one area_1,0
124,482,"['what', 'is', 'the', 'maximum', 'elevation', 'of', 'san', 'francisco']","answer highest place loc_2 cityid(san francisco, _)","answer highest place cityid(san antonio, _)",1
125,483,"['what', 'is', 'the', 'most', 'dense', 'state', 'in', 'the', 'usa']",answer largest_one density_1 state loc_2 countryid(usa),answer longest highest state loc_2 countryid(usa),1
126,484,"['what', 'is', 'the', 'most', 'populated', 'capital', 'in', 'the', 'usa']",answer largest_one population_1 capital loc_2 countryid(usa),answer largest population_1 city loc_2 countryid(usa),1
127,485,"['what', 'is', 'the', 'most', 'populated', 'state', 'bordering', 'oklahoma']",answer largest_one population_1 state next_to_2 stateid(oklahoma),answer largest_one population_1 state next_to_2 stateid(oklahoma),1
128,487,"['what', 'is', 'the', 'most', 'populous', 'city', 'in', 'texas']",answer largest_one population_1 city loc_2 stateid(texas),answer largest_one population_1 city loc_2 stateid(texas),1
129,488,"['what', 'is', 'the', 'most', 'populous', 'city', 'in', 'wyoming']",answer largest_one population_1 city loc_2 stateid(wyoming),answer largest_one population_1 city loc_2 stateid(wyoming),1
130,490,"['what', 'is', 'the', 'most', 'populous', 'state', 'in', 'the', 'us']",answer largest_one population_1 state loc_2 countryid(usa),answer largest_one population_1 state loc_2 countryid(usa),1
131,491,"['what', 'is', 'the', 'most', 'populous', 'state', 'through', 'which', 'the', 'mississippi', 'runs']",answer largest_one population_1 state traverse_1 riverid(mississippi),answer largest_one population_1 state traverse_1 riverid(mississippi),1
132,494,"['what', 'is', 'the', 'population', 'density', 'in', 'the', 'state', 'with', 'capital', 'austin']","answer density_1 state loc_1 capital cityid(austin, _)","answer density_1 state(all) cityid(austin, _)",1
133,539,"['what', 'is', 'the', 'population', 'of', 'the', 'capital', 'of', 'the', 'largest', 'state']",answer population_1 capital loc_2 largest state(all),answer population_1 capital loc_2 largest state(all),1
134,540,"['what', 'is', 'the', 'population', 'of', 'the', 'capital', 'of', 'the', 'largest', 'state', 'through', 'which', 'the', 'mississippi', 'runs']",answer population_1 capital loc_2 largest state traverse_1 riverid(mississippi),answer population_1 capital loc_2 largest state traverse_1 riverid(mississippi),1
135,541,"['what', 'is', 'the', 'population', 'of', 'the', 'capital', 'of', 'the', 'smallest', 'state']",answer population_1 capital loc_2 smallest state(all),answer population_1 capital loc_2 smallest state(all),1
136,542,"['what', 'is', 'the', 'population', 'of', 'the', 'largest', 'city', 'in', 'the', 'state', 'with', 'the', 'largest', 'area']",answer population_1 largest city loc_2 state(all) largest_one area_1,answer population_1 largest city loc_2 state(all) largest_one area_1,0
137,544,"['what', 'is', 'the', 'population', 'of', 'the', 'largest', 'state', 'that', 'borders', 'texas']",answer population_1 largest state next_to_2 stateid(texas),answer population_1 largest state next_to_2 stateid(texas),1
138,545,"['what', 'is', 'the', 'population', 'of', 'the', 'major', 'cities', 'in', 'wisconsin']",answer population_1 major city loc_2 stateid(wisconsin),answer population_1 major city loc_2 stateid(wisconsin),1
139,547,"['what', 'is', 'the', 'population', 'of', 'the', 'state', 'that', 'borders', 'the', 'most', 'states']",answer population_1 state next_to_2 most state(all),answer population_1 state next_to_2 most state(all),0
140,567,"['what', 'is', 'the', 'size', 'of', 'the', 'largest', 'state', 'in', 'the', 'usa']",answer size largest state loc_2 countryid(usa),answer size largest state loc_2 countryid(usa),1
141,571,"['what', 'is', 'the', 'smallest', 'city', 'in', 'the', 'largest', 'state']",answer smallest city loc_2 largest state(all),answer smallest city loc_2 largest state(all),1
142,575,"['what', 'is', 'the', 'smallest', 'city', 'of', 'the', 'smallest', 'state', 'in', 'the', 'us']",answer smallest city loc_2 smallest state loc_2 countryid(usa),answer smallest city smallest state loc_2 countryid(usa),1
